color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes,is_color,log_budget,log_gross,roi,review_ratio,votes_per_review,actor_lead_share,director_share,movie_age,imdb_binned
Color,Albert Brooks,97,97,745,745,Bradley Whitford,12000,11614236,Comedy,Jeff Bridges,9294,15209,Albert Brooks,2,directed by star|muse|satire|screenwriter|tiffany's,140,English,USA,PG-13,15000000,1999,821,1.37,251,1,16.52356083,16.26774223,-0.225702553,1.428571429,65.91489362,0.788954635,0.048980934,27,AVG
 Black and White,Irwin Winkler,119,125,34,65,Keith Allen,427,13337299,Biography|Drama|Music|Musical,Kevin McNally,9649,729,Sandra Nelson,7,cole porter|composer|love|party|tears,226,English,USA,PG-13,20000000,2004,66,2.35,1000,0,16.81124288,16.40607518,-0.333118394,1.883333333,42.50660793,0.584931507,0.046575342,22,HIT
Color,Woody Allen,42,124,11000,563,Larry David,11000,10763469,Comedy|Drama|Romance,Woody Allen,13692,12685,Mia Farrow,0,12 year old|artist|hotel|three word title|written and directed by cast member,55,English,USA,PG,15000000,1989,860,1.85,877,1,16.52356083,16.19166855,-0.282416572,1.279069767,244.5,0.867097588,0.867097588,37,HIT
Color,Steve Gomer,24,76,9,47,Kyla Pratt,595,11144518,Adventure|Family,Trevor Morgan,2724,1139,Shirley Douglas,0,apostrophe in title|critically bashed|hit on the head with a ball|punctuation in title|tyrannosaurus rex,53,English,Canada,G,15000000,1998,417,1.85,436,1,16.52356083,16.22645837,-0.257014999,2.12,50.44444444,0.521929825,0.007894737,28,FLOP
Color,RZA,208,107,561,353,RZA,746,15608545,Action,Rick Yune,53471,2377,Daniel Wu,3,blacksmith|box office flop|chop socky|critically bashed|village,224,English,USA,R,15000000,2012,561,2.35,29000,1,16.52356083,16.56332914,0.040566962,1.071770335,237.6488889,0.313708999,0.235912532,14,AVG
Color,Dean Parisot,42,91,23,629,Jake Busey,925,10443316,Comedy|Drama|Romance,Catherine O'Hara,7159,2913,Shelley Duvall,2,baby|infidelity|pilot|pregnant|waitress,88,English,USA,PG-13,15000000,1998,660,1.85,247,1,16.52356083,16.16147281,-0.303758683,2.046511628,80.43820225,0.317433082,0.007892931,28,AVG
Color,Mark Piznarski,44,96,4,670,Chris Klein,989,10494147,Drama|Romance,Bruce Greenwood,7403,3142,Elaine Hendrix,1,diner|love|private school|school|small town,162,English,USA,PG-13,15000000,2000,841,1.85,648,1,16.52356083,16.16632833,-0.300370175,3.6,45.41717791,0.314667515,0.001272669,26,AVG
Color,Terry Gilliam,230,142,0,1000,Bob Hoskins,22000,9929000,Drama|Sci-Fi,Robert De Niro,152306,29475,Jim Broadbent,0,black comedy|bureaucracy|dream|terrorist|wrongful arrest,513,English,UK,R,15000000,1985,5000,1.85,16000,1,16.52356083,16.11097043,-0.33804413,2.220779221,296.3151751,0.746369928,0,41,HIT
Color,Sean McNamara,46,103,80,782,Rebecca De Mornay,1000,10411980,Family|Music|Romance,Oliver James,22649,4676,Jason Ritter,0,music school|scholarship|small town|stage fright|three word title,212,English,USA,PG,15000000,2004,872,2.35,1000,1,16.52356083,16.15846772,-0.30584761,4.510638298,106.3333333,0.213812273,0.017104982,22,AVG
Color,Steven Spielberg,18,60,0,186,Nicole de Boer,443,25445749,Drama|Fantasy|Mystery|Sci-Fi,David Ogden Stiers,7122,981,Chris Bruno,1,psychic|psychic power|psychometry|spin off|supernatural power,77,English,Canada,TV-14,20000000,2005,319,2.35,576,1,16.81124288,17.05205929,0.272273836,4.052631579,91.30769231,0.451120163,0,21,HIT
Color,Joel Coen,249,117,0,12000,Jeff Bridges,22000,17439163,Comedy|Crime,Philip Seymour Hoffman,537419,47728,Steve Buscemi,1,death|drug|nihilism|rug|white russian,1028,English,USA,R,15000000,1998,12000,1.85,35000,1,16.52356083,16.67422904,0.162600027,4.112,522.2730807,0.460935699,0,28,HIT
 Black and White,Craig Brewer,197,116,153,539,Michael Raymond-James,3000,9396487,Drama|Music,Justin Timberlake,52421,5012,S. Epatha Merkerson,0,breasts|nipples visible through clothing|nudity|rear entry sex|white panties,200,English,USA,R,15000000,2006,788,2.35,0,0,16.52356083,16.05584656,-0.37354263,1.01010101,260.800995,0.598444045,0.030520646,20,HIT
Color,Ron Shelton,71,118,41,274,Dash Mihok,556,9059588,Crime|Drama|Romance|Thriller,Khandi Alexander,17261,1873,Michael Michele,1,corrupt|criminal|investigation|lapd|police,125,English,USA,R,15000000,2002,463,2.35,455,1,16.52356083,16.01933431,-0.396001067,1.736111111,136.9920635,0.296691569,0.021878335,24,HIT
Color,Michael Winterbottom,190,108,187,254,Archie Panjabi,11000,9172810,Biography|Drama|History|Thriller|War,Angelina Jolie Pitt,24150,12178,Dan Futterman,0,fbi|journalist|missing|pakistan|reporter,118,English,USA,R,16000000,2007,883,2.35,923,1,16.58809934,16.03175434,-0.426672708,0.617801047,202.9411765,0.903194022,0.015354298,19,HIT
Color,David Raynr,50,94,9,612,Jodi Lyn O'Keefe,11000,8735529,Comedy|Drama|Romance,James Franco,8055,13524,Marla Sokoloff,4,male objectification|manipulative behavior|modern day adaptation|narcissistic woman|promiscuous woman,89,English,USA,PG-13,15000000,2000,897,1.85,816,1,16.52356083,15.98290918,-0.41760356,1.745098039,89.5,0.813308688,0.000665434,26,AVG
Color,Mort Nathan,63,97,2,461,Lin Shaye,890,8586376,Comedy,Vivica A. Fox,26598,3161,Bob Gunton,4,gay|hot air balloon|rejecting a marriage proposal|talking to a dog|vomiting on someone,132,English,USA,R,20000000,2002,852,1.85,1000,1,16.81124288,15.96568744,-0.570652667,2.0625,199.9849624,0.281467426,0.000632511,24,AVG
Color,Oliver Parker,104,97,32,692,Tom Wilkinson,14000,8378141,Comedy|Drama|Romance,Colin Firth,18966,16502,Rupert Everett,5,comedy of manners|false identity|farce|love|period drama,141,English,UK,PG,15000000,2002,1000,2.35,0,1,16.52356083,15.94113673,-0.441427838,1.342857143,133.5633803,0.848330607,0.001939041,24,HIT
Color,Dan Curtis,0,99,45,224,Campbell Scott,1000,25445749,Fantasy|Romance,Jennifer Jason Leigh,1465,2166,Estelle Parsons,1,antique|desk|letter|love|time travel,56,English,USA,Unrated,20000000,1998,393,1.33,515,1,16.81124288,17.05205929,0.272273836,56,25.70175439,0.461467467,0.020766036,28,HIT
Color,Wil Shriner,49,91,6,596,Neil Flynn,8000,8080116,Adventure|Comedy|Family,Logan Lerman,6562,10732,Tim Blake Nelson,0,fight|florida|montana|owl|school,66,English,USA,PG,15000000,2006,625,1.85,647,1,16.52356083,15.90491691,-0.461294847,1.32,97.94029851,0.745364763,0.000559024,20,AVG
Color,Martin McDonagh,300,107,454,39,Anna Madeley,65,7757130,Comedy|Crime|Drama,Elizabeth Berrington,307639,173,Eric Godon,1,bruges|bullet|hope|irish|tourist,513,English,UK,R,15000000,2008,49,2.35,32000,1,16.52356083,15.86412311,-0.482825812,1.704318937,598.5194553,0.373563218,2.609195402,18,HIT
Color,Tina Gordon Chism,43,95,24,426,S. Epatha Merkerson,931,9123834,Comedy|Romance,Tyler James Williams,4065,3322,Diahann Carroll,6,african american,33,English,USA,PG-13,15000000,2013,539,2.35,0,1,16.52356083,16.02640078,-0.391718285,0.75,119.5588235,0.280168522,0.007222389,13,AVG
Color,Peter Cattaneo,132,102,11,1000,Bradley Cooper,15000,6409206,Comedy|Music,Emma Stone,32311,33153,Josh Gad,4,20 years later|drummer|hdtv|rock band|rock star,104,English,USA,PG-13,15000000,2008,14000,1.85,0,1,16.52356083,15.67324611,-0.572681421,0.781954887,307.7238095,0.452434095,0.000331785,18,HIT
Color,Vicky Jenson,97,88,96,360,Zach Gilford,24000,6373693,Comedy|Romance,J.K. Simmons,11498,25637,Bobby Coleman,1,graduation|graduation speech|title directed by female|tv studio|unemployment,53,English,USA,PG-13,15000000,2009,971,1.85,0,1,16.52356083,15.66768977,-0.575048797,0.540816327,212.9259259,0.936110461,0.003744442,17,AVG
Color,Gus Van Sant,242,106,835,363,Hal Holbrook,13000,7556708,Drama,Matt Damon,30284,14544,Terry Kinney,1,corporate greed|corporation|natural gas|salesman|small town,102,English,USA,R,15000000,2012,826,1.85,10000,1,16.52356083,15.83794634,-0.496186388,0.419753086,294.0194175,0.893777931,0.057408044,14,HIT
Color,Woody Allen,218,92,11000,386,Michael McKean,860,5306447,Comedy|Romance,Larry David,58967,2717,Conleth Hill,1,atheist|limp|quantum mechanics|religion|runaway,169,English,USA,PG-13,15000000,2009,658,1.85,10000,1,16.52356083,15.48443324,-0.646193787,0.771689498,346.8647059,0.316409124,4.047093451,17,HIT
 Black and White,Mary Lambert,49,105,52,275,Susan Ward,477,5217498,Drama|Mystery|Thriller,Matthew Settle,3668,2312,A.J. Buckley,4,clique|country club|female protagonist|lip gloss|title directed by female,85,English,USA,PG-13,15000000,2000,397,1.85,157,0,16.52356083,15.46752873,-0.652123325,1.7,42.65116279,0.206225681,0.022481626,26,AVG
Color,Tommy Lee Jones,172,107,0,289,Dwight Yoakam,572,5023275,Adventure|Crime|Drama|Mystery|Western,Levon Helm,34194,1627,Guillermo Arriaga,2,cemetery|friend|journey|mexico|promise,199,English,France,R,15000000,2005,324,2.35,0,1,16.52356083,15.42959287,-0.665070662,1.150289017,170.97,0.351351351,0,21,HIT
Color,Peter Kassovitz,68,120,0,693,Mark Margolis,49000,4956401,Drama|War,Robin Williams,12601,51657,Michael Jeter,2,german|ghetto|hope|nazi|radio,89,English,France,PG-13,15000000,1999,1000,1.85,0,1,16.52356083,15.41619063,-0.669528631,1.289855072,140.0111111,0.948546208,0,27,HIT
Color,Shane Black,223,103,1000,611,Corbin Bernsen,21000,4235837,Comedy|Crime|Mystery,Robert Downey Jr.,175962,23932,Larry Miller,2,actor|detective sergeant|hotel|nightclub|thief,336,English,USA,R,15000000,2005,1000,2.35,0,1,16.52356083,15.25909174,-0.717563029,1.5,522.1424332,0.877449547,0.041783312,21,HIT
Color,Rodman Flender,59,92,6,577,Fred Willard,890,4002955,Comedy|Fantasy|Horror|Thriller,Vivica A. Fox,33745,3654,Elden Henson,0,breasts|female frontal nudity|nude woman murdered|slow motion scene|trailer home,198,English,USA,R,20000000,1999,729,1.85,0,1,16.81124288,15.20254365,-0.799812259,3.3,169.5728643,0.243502052,0.001641587,27,HIT
Color,David Lynch,252,147,0,669,Robert Forster,6000,7219578,Drama|Mystery|Thriller,Naomi Watts,235992,8484,Laura Harring,1,amnesia|car accident|female protagonist|lesbian sex|loss of memory,1768,English,France,R,15000000,2001,889,1.85,16000,1,16.52356083,15.7923072,-0.518660223,6.988142292,133.4041832,0.70713023,0,25,HIT
Color,Katja von Garnier,106,98,18,220,Agnes Bruckner,837,3525161,Drama|Fantasy|Horror|Romance,Olivier Martinez,15388,1675,Chris Geere,0,colorado|love|murder|rocky mountains|werewolf,190,English,USA,PG-13,20000000,2007,400,2.35,0,1,16.81124288,15.07543695,-0.823700765,1.775700935,80.56544503,0.499403341,0.010739857,19,AVG
Color,Woody Allen,223,98,11000,557,Naomi Watts,12000,3247816,Comedy|Drama|Romance,Anthony Hopkins,36145,19310,Ewen Bremner,0,call girl|charlatan|fortune teller|manuscript|writer,108,English,USA,R,22000000,2010,6000,1.85,0,1,16.90655306,14.99349364,-0.852333258,0.482142857,331.6055046,0.621407488,0.569623531,16,HIT
Color,Mark Romanek,328,103,132,844,Charlie Rowe,10000,2412045,Drama|Romance|Sci-Fi,Andrew Garfield,109873,12867,Charlotte Rampling,0,boarding school|childhood|love|love triangle|organ donation,320,English,UK,R,15000000,2010,882,2.35,33000,1,16.52356083,14.69598591,-0.839141057,0.972644377,342.2834891,0.777121542,0.010258004,16,HIT
Color,Steven Spielberg,9,286,0,527,Tom Hollander,857,25445749,Drama|History|Thriller,Anna Silk,3828,3809,Alessandro Nivola,3,cia|mole|revolution|spy|ussr,39,English,USA,R,20000000,2005,555,1.78,733,1,16.81124288,17.05205929,0.272273836,3.9,95.7,0.224934383,0,21,HIT
Color,Brad Anderson,150,111,122,25,Eduardo Noriega,918,2203641,Crime|Drama|Mystery|Thriller,Thomas Kretschmann,42792,1252,Mac McDonald,0,35 mm digital camera|drugs|murder|train|travel,162,English,Spain,R,15000000,2008,278,2.35,0,1,16.52356083,14.605622,-0.853033731,1.072847682,262.5276074,0.73264166,0.097366321,18,HIT
Color,Michael Chapman,21,98,70,90,Pamela Reed,876,1953732,Adventure|Drama|Fantasy,Curtis Armstrong,4996,1351,Mike Muscat,0,cave bear|cro magnon|neanderthal|survival|tradition,62,English,USA,R,15000000,1986,324,2.35,843,1,16.52356083,14.48525246,-0.86969322,2.818181818,79.3015873,0.647928994,0.051775148,40,AVG
Color,Antonio Banderas,28,111,0,617,Elizabeth Perkins,783,1954202,Comedy|Crime|Drama,Meat Loaf,5917,4834,Noah Emmerich,0,abusive husband|alabama|boy|dream|sheriff,71,English,USA,PG-13,15000000,1999,664,2.35,391,1,16.52356083,14.485493,-0.869661889,2.448275862,82.18055556,0.161944157,0,27,HIT
Color,Michael Haneke,250,111,0,287,Siobhan Fallon Hogan,6000,1294640,Crime|Drama|Horror|Thriller,Naomi Watts,69569,6748,Brady Corbet,0,breaking the fourth wall|looking at the camera|remake|serial killer|violence,436,English,USA,R,15000000,2007,294,1.85,0,1,16.52356083,14.07374399,-0.913629758,1.737051793,159.1967963,0.889020596,0,19,HIT
Color,Khalil Sullins,17,100,5,46,Kalim Chandler,192,25445749,Drama|Sci-Fi|Thriller,Thomas Stroppel,1933,527,Amber Marie Bollinger,0,divorce papers|fainting|mind control|playground|technology,13,English,Cambodia,R,20000000,2014,134,2.35,708,1,16.81124288,17.05205929,0.272273836,0.722222222,138.0714286,0.363636364,0.009469697,12,AVG
Color,Atom Egoyan,95,116,460,71,Elaine Cassidy,5000,819852,Drama|Thriller,Bob Hoskins,6690,5426,Gerard McSorley,0,caterer|catering|chef|friend|lawn mower,83,English,Canada,PG-13,20000000,1999,203,2.35,284,1,16.81124288,13.61688033,-0.958959452,0.864583333,79.64285714,0.921319329,0.084761378,27,HIT
 Black and White,Fritz Lang,260,145,756,18,Gustav Fröhlich,136,26435,Drama|Sci-Fi,Brigitte Helm,111841,203,Rudolf Klein-Rogge,1,art deco|bible quote|dance|silent film|worker,413,German,Germany,Not Rated,6000000,1927,23,1.33,12000,0,15.60727019,10.182482,-0.995428262,1.582375479,270.147343,0.666666667,3.705882353,99,HIT
Color,Pierre Morel,141,84,180,58,Cyril Raffaelli,510,1197786,Action|Crime|Thriller,David Belle,55928,962,Dany Verissimo-Petit,2,bomb|gang|police|sister|undercover cop,157,French,France,R,12000000,2004,297,2.35,0,1,16.30041729,13.99598625,-0.900109491,1.105633803,353.9746835,0.529595016,0.186915888,22,HIT
Color,Gary Fleder,52,115,39,642,Bill Cobbs,12000,529766,Crime|Drama,Steve Buscemi,22345,14889,Treat Williams,2,death|finger gun|video message|what happened to epilogue|wheelchair,144,English,USA,R,7000000,1995,970,1.85,0,1,15.76142085,13.18019257,-0.924187116,2.716981132,154.1034483,0.805910007,0.002619208,31,HIT
Color,Hsiao-Hsien Hou,205,105,141,56,Chen Chang,1000,613556,Action|Drama,Qi Shu,9427,1172,Satoshi Tsumabuki,1,black magic|china|love|refusal to kill|wuxia,87,Mandarin,Taiwan,Not Rated,15000000,2015,103,1.37,0,1,16.52356083,13.32702845,-0.959032331,0.422330097,107.125,0.852514919,0.120204604,11,HIT
Color,Gregor Jordan,109,98,34,730,Scott Glenn,936,353743,Comedy|Crime|Drama|Thriller|War,Dean Stockwell,20730,3578,Leon,1,berlin wall|germany|murder|soldier|specialist,111,English,UK,R,15000000,2001,826,2.35,664,1,16.52356083,12.77632877,-0.976352043,1.009090909,185.0892857,0.261525566,0.00949986,25,HIT
Color,Andrey Zvyagintsev,103,99,445,9,Vladimir Garin,20,502028,Drama|Mystery|Thriller,Konstantin Lavronenko,31589,48,Nataliya Vdovina,0,boy|photograph|return|russian|wilderness,172,Russian,Russia,Unrated,20000000,2003,13,1.85,0,1,16.81124288,13.12641317,-0.974849858,1.653846154,182.5953757,0.408163265,9.081632653,23,HIT
Color,Tony Jaa,110,110,0,7,Petchtai Wongkamlao,64,102055,Action,Nirut Sirichanya,24570,134,Sarunyu Wongkrachang,0,cult film|elephant|jungle|martial arts|stylized violence,72,Thai,Thailand,R,300000000,2008,45,2.35,0,1,19.51929304,11.53327696,-0.999656484,0.648648649,336.5753425,0.474074074,0,18,HIT
Color,Neil Marshall,195,97,197,570,JJ Feild,13000,122288,Action|Adventure|Drama|History|Thriller|War,Michael Fassbender,64777,15293,Dave Legeno,0,mushroom|mute|roman soldier|screaming|wood carving,201,English,UK,R,20000000,2010,794,2.35,0,1,16.81124288,11.71414237,-0.993835908,1.025510204,320.6782178,0.850006539,0.012880868,16,HIT
Color,Russell Mulcahy,14,88,85,40,Gina Bellman,825,25445749,Action|Drama|Thriller,Christopher Heyerdahl,2699,1432,Conrad Dunn,0,assassin|die hard scenario|rangefinder|soldier|veteran,29,English,Canada,R,9000000,1996,476,2.35,154,1,16.01273525,17.05205929,1.827102433,1.933333333,89.96666667,0.575715283,0.05931612,30,AVG
Color,Ryûhei Kitamura,177,103,129,1000,Brooke Shields,14000,73548,Fantasy|Horror|Mystery,Bradley Cooper,47574,18639,Leslie Bibb,0,butcher|girlfriend|mute character|photographer|subway,209,English,USA,R,15000000,2008,1000,2.35,0,1,16.52356083,11.20570713,-0.995030465,1.174157303,226.5428571,0.751072961,0.006920601,18,HIT
Color,Darrell Roodt,17,104,36,2,Wendy Crewson,549,25445749,Biography|Drama|History,Jennifer Hudson,609,801,Aubrey Poo,2,character name in title|nelson mandela|one word title|reference to winnie mandela|south africa,15,English,South Africa,R,15000000,2011,248,2.35,705,1,16.52356083,17.05205929,0.696336844,0.833333333,38.0625,0.684538653,0.044887781,15,AVG
Color,Dito Montiel,62,90,68,642,Al Pacino,17000,28870,Crime|Drama|Thriller,Channing Tatum,14280,32814,Tracy Morgan,5,housing project|letter|man with glasses|murder|subjective camera,41,English,USA,R,15000000,2011,14000,2.35,0,1,16.52356083,10.27059291,-0.998008799,0.650793651,340,0.518055767,0.002072223,15,AVG
Color,Stefan Ruzowitzky,19,105,24,125,Udo Kier,776,22723,Action|Comedy|Drama|War,Eddie Izzard,2236,1732,Edward Fox,1,apostrophe in title|behind enemy lines|box office flop|gay interest|punctuation in title,40,English,Germany,PG-13,25000000,2001,595,2.35,193,1,17.03438642,10.03117691,-0.999051118,2,54.53658537,0.447778419,0.013848817,25,AVG
Color,Jake Paltrow,50,93,17,66,Gael Le Cornec,1000,20380,Comedy|Drama|Fantasy|Music|Romance,Stephen Graham,7519,1245,Keith Allen,1,commercial|dream|dreaming|girl|new york city,39,English,USA,R,15000000,2007,165,1.85,445,1,16.52356083,9.922358373,-0.998574762,0.764705882,187.975,0.802568218,0.01364366,19,AVG
Color,Juraj Jakubisko,25,141,15,576,Hans Matheson,735,25445749,Biography|Drama|Fantasy|History,Anna Friel,3425,2528,Franco Nero,1,bathory|countess|female protagonist|legend|virgin blood,32,English,Slovakia,R,20000000,2008,627,2.35,0,1,16.81124288,17.05205929,0.272273836,1.230769231,103.7878788,0.290628707,0.005931198,18,AVG
Color,Anthony Silverston,39,85,0,912,Steve Buscemi,14000,25445749,Adventure|Animation|Family,Liam Neeson,4006,29488,Loretta Devine,0,herd|ostrich|waterhole|wildebeest|zebra,12,English,South Africa,Not Rated,20000000,2013,12000,2.35,0,1,16.81124288,17.05205929,0.272273836,0.3,308.1538462,0.474753298,0,13,AVG
Color,Gabe Ibáñez,136,109,19,537,Robert Forster,1000,25445749,Action|Sci-Fi|Thriller,Birgitte Hjort Sørensen,41638,2829,Melanie Griffith,0,child hitman|dystopia|future|robot|self repair,134,English,Bulgaria,R,7000000,2014,889,2.35,13000,1,15.76142085,17.05205929,2.63473061,0.97810219,308.4296296,0.35335689,0.006713781,12,HIT
Color,Gerry Lively,26,105,93,51,Lucy Gaskell,179,25445749,Action|Adventure|Fantasy,Bruce Payne,5018,363,Steven Elder,0,combat|helmet|martial arts|medieval times|violence,108,English,Germany,Not Rated,15000000,2005,55,1.78,473,1,16.52356083,17.05205929,0.696336844,4,46.03669725,0.491758242,0.255494505,21,AVG
Color,Daniele Luchetti,4,98,6,50,Rodrigo De la Serna,61,25445749,Biography,Maximilian Dirr,80,192,Ferdinando Vetere,0,based on novel,4,Spanish,Italy,R,15000000,2015,57,2.35,18,1,16.52356083,17.05205929,0.696336844,0.8,16,0.316062176,0.031088083,11,AVG
Color,Tung-Shing Yee,53,119,3,19,Daniel Wu,556,25445749,Action|Crime|Drama|Thriller,Bingbing Fan,9177,996,Yasuaki Kurata,4,chinese|gang|gratitude|immigrant|japan,53,Mandarin,Hong Kong,R,15000000,2009,353,2.35,821,0,16.52356083,17.05205929,0.696336844,0.981481481,169.9444444,0.557673019,0.003009027,17,HIT
Color,Julien Temple,22,124,67,303,Dexter Fletcher,631,25445749,Biography|Drama,Samantha Morton,695,1585,Linus Roache,1,betrayal|french revolution|friendship|poet|revolution,32,English,UK,PG-13,15000000,2000,452,2.35,277,1,16.52356083,17.05205929,0.696336844,1.391304348,21.06060606,0.397856242,0.042244641,26,HIT
Color,Harold Ramis,147,101,11000,512,Chris Elliott,13000,70906973,Comedy|Fantasy|Romance,Bill Murray,437418,15500,Willie Garson,1,cult film|existentialism|groundhog day|time loop|trapped in a time loop,609,English,USA,PG,14600000,1993,571,1.85,38000,1,16.49653216,18.07687935,3.856377851,4.114864865,717.0786885,0.838655571,0.709631637,33,HIT
Color,Gregory Jacobs,222,115,13,642,Channing Tatum,20000,66009973,Comedy|Drama|Music,Matt Bomer,38202,38963,Kevin Nash,3,male bonding|male friendship|male objectification|muscular|stripper,135,English,USA,R,14800000,2015,17000,2.35,41000,1,16.51013781,18.00531641,3.459899534,0.605381166,280.8970588,0.513294323,0.000333641,11,AVG
Color,Baz Luhrmann,106,120,1000,954,Harold Perrineau,29000,46338728,Drama|Romance,Leonardo DiCaprio,167750,33791,Brian Dennehy,2,hawaiian shirt|love|shakespeare adaptation|shakespeare play|star crossed lovers,506,English,USA,PG-13,14500000,1996,1000,2.35,10000,1,16.48965928,17.65148865,2.195622923,4.728971963,330.8678501,0.858191288,0.029592803,30,HIT
Color,Gilles Paquet-Brenner,136,111,15,121,Aidan Quinn,1000,7691700,Drama|War,Kristin Scott Thomas,12937,2140,Arben Bajraktaraj,2,apartment|escape|jewish family|journalist|key,73,French,France,PG-13,10000000,2010,767,2.35,0,1,16.11809575,15.85565251,-0.230806919,0.532846715,174.8243243,0.467071462,0.007006072,16,HIT
Color,Peter Cousens,5,94,5,124,David Rasche,467,25445749,Drama|Family|Music,Sharon Leal,993,994,Bart Shatto,2,19th century|christian film|hymn|religion|slave,13,English,USA,R,14500000,2014,220,2.35,998,1,16.48965928,17.05205929,0.754827184,2.166666667,70.92857143,0.469346734,0.005025126,12,HIT
Color,Clint Eastwood,131,131,16000,638,Morgan Freeman,16000,101157447,Drama|Western,Clint Eastwood,277505,28544,Frances Fisher,1,englishman|leaving flowers on a grave|one last job|reputation|visiting wife's grave,495,English,USA,R,14400000,1992,11000,2.35,10000,1,16.48273883,18.43218875,6.024404347,3.75,559.4858871,0.56051848,0.56051848,34,HIT
Color,Lars von Trier,140,139,3000,236,Jeremy Davies,3000,74205,Drama,Bryce Dallas Howard,18646,4211,Jean-Marc Barr,1,cotton|female frontal nudity|flogging|gangster|slavery,81,English,Denmark,Not Rated,14200000,2005,769,2.35,1000,1,16.46875259,11.21460029,-0.994704246,0.574468085,227.3902439,0.712250712,0.712250712,21,HIT
Color,Danny Boyle,418,120,0,40,Saurabh Shukla,668,141319195,Drama|Romance,Anil Kapoor,641997,820,Ayush Mahesh Khedekar,0,cheating|falling from height|murder|non professional cast|slum,1017,English,UK,R,15000000,2008,56,2.35,13000,1,16.52356083,18.76653169,8.420718285,2.427207637,630.6453831,0.8136419,0,18,HIT
Color,Adrian Lyne,94,119,213,249,Lois Smith,886,156645693,Drama|Romance|Thriller,Fred Gwynne,55101,1639,Anne Archer,0,borderline personality disorder|killing a pet|madame butterfly|new york|new york city,201,English,USA,R,14000000,1987,276,1.85,3000,1,16.45456796,18.86949709,10.18825034,2.115789474,272.7772277,0.540243902,0.129878049,39,HIT
Color,Garry Marshall,82,125,0,700,Hector Elizondo,8000,178406268,Comedy|Romance,Julia Roberts,213476,11135,Jason Alexander,2,businessman|falling in love with a prostitute|hotel|prostitute|rich man poor woman,271,English,USA,R,14000000,1990,995,1.85,11000,1,16.45456796,18.99957392,11.74246611,3.265060241,784.8382353,0.718390805,0,36,HIT
Color,John Blanchard,0,65,0,176,Andrea Martin,770,25445749,Comedy,Martin Short,10,1125,Joe Flaherty,2,based on novel,0,English,Canada,R,20000000,2005,179,1.33,0,1,16.81124288,17.05205929,0.272273836,0,10,0.68383659,0,21,HIT
Color,John Cornell,32,108,5,57,Linda Kozlowski,442,109306210,Action|Adventure|Comedy,Paul Hogan,44096,717,John Meillon,1,australia|australian|crime boss|crocodile|gangster,62,English,Australia,PG,15800000,1988,162,2.35,489,1,16.57552056,18.50966378,5.917740016,1.878787879,699.9365079,0.615598886,0.006963788,38,AVG
Color,Vidhu Vinod Chopra,22,101,34,277,Chris Marquette,892,25445749,Action|Crime|Drama|Mystery|Thriller,María Valverde,1554,2055,Chad Bishop,0,based on novel,20,English,USA,R,15000000,2015,355,2.35,0,1,16.52356083,17.05205929,0.696336844,0.869565217,74,0.43385214,0.016536965,11,AVG
Color,Oliver Stone,72,145,0,560,Tom Berenger,10000,70001698,Biography|Drama|War,Tom Cruise,76842,12098,Stephen Baldwin,0,desert|drunkenness|religious mother|strict mother|vietnam war,173,English,USA,R,14000000,1989,854,2.35,4000,1,16.45456796,18.06403007,3.999835583,2.369863014,441.6206897,0.826514588,0,37,HIT
 Black and White,Jon Turteltaub,39,98,226,496,Leon,953,68856263,Adventure|Comedy|Family|Sport,Doug E. Doug,69733,2496,Malik Yoba,1,bobsled|coach|jamaica|olympic games|olympics,97,English,USA,PG,15000000,1993,730,1.85,0,0,16.52356083,18.04753176,3.590178188,2.425,711.5612245,0.38165799,0.09050861,33,HIT
Color,Patrick Lussier,264,101,71,725,Jaime King,10000,51527787,Horror|Thriller,Jensen Ackles,45603,14159,Edi Gathegi,0,coma|death|miner|valentine|valentine's day,268,English,USA,R,15000000,2009,960,1.85,0,1,16.52356083,17.75763179,2.435023465,1.011320755,169.527881,0.706214689,0.005014124,17,AVG
Color,Ted Kotcheff,145,93,270,535,Brian Dennehy,13000,25445749,Action|Adventure|Drama,Sylvester Stallone,172493,15192,Chris Mulkey,1,1980s|colonel|deputy|rambo|sheriff,376,English,USA,R,14000000,1982,954,2.35,0,1,16.45456796,17.05205929,0.817495107,2.575342466,457.5411141,0.855657211,0.017771342,44,HIT
Color,Sylvain White,86,109,41,748,Laz Alonso,997,61356221,Drama|Music|Romance,Chris Brown,19505,3544,Harry Lennix,0,atlanta georgia|competition|dancer|death|fraternity,162,English,USA,PG-13,14000000,2007,826,2.35,0,1,16.45456796,17.93220714,3.382345618,1.862068966,119.6625767,0.281241185,0.011565585,19,AVG
Color,Lewis Gilbert,112,123,43,238,Desmond Llewelyn,456,46800000,Action|Adventure|Sci-Fi|Thriller,Caroline Munro,76477,1326,Barbara Bach,2,1970s|cult film|official james bond series|submarine|world war three,275,English,UK,PG,14000000,1977,244,2.35,0,1,16.45456796,17.66139378,2.342689808,2.433628319,277.0905797,0.343632253,0.032403919,49,HIT
